Account Number,Location,Datetime,Account Currency,Product Type,Account Status,Financial Institution,Account Currency Balance,Base Currency Balance (GBP),Entity
445331038614,Brazil,Wed Aug 03 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-65146.08-98829.72-7518.29-71696.8771955.8278230.9262728.64-67995.0359064.8871426.8828799.79-28044.71-2041.06-51867.2-53063.17-68597.71-99278.28-91517.8125083.17-10129.1697478.3143763.55-88979.9121107.07-52764.48-91743.26-10477.7952329.3979011.849301.1882589.2863852.75-28780.06-31241.15-19445.0234343.52-5312.0186611.9169997.9461930.2312756.02-76799.2157623.72-96873.84-62979.62-9734.06-19940.53-48269.1-98646.2661913.45-54204.0711779.68-67906.73-99087.076354.72-80995.58-73902.7871143.68-41473.54-60149.3368743.91-49453.2573231.14-1963.49-66008.4210850.379056.56-36879.21-27163.25-17429.2216381.9738198.99-37141.356293.54-91928.1234420.992015.1680635.7780830.449945.67-46405.82-96851.1894664.14-62330.3740013.5336503.19,,Brown LLC
445331038614,Brazil,Thu Aug 04 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-68986.3-13228.84-1888.5464804.3535739.5-16325.393655.037658.7882303.06-54729.9778567.821466.74-92000.03-63396.8666145.1690501.58-45082.1496457.9813518.86-99298.18-51053.72-41396.746945.2429969.7548164.4-96324.9187197.615766.724291.9955455.4851712.7520947.81-74252.6383492.9973793.1-10030.76-83506.8259943.0849181.3442340.61-2070.67-92994.05-70291.75-23100.8930836.7425264.7-20298.6861702.3292854.61-76893.64-19417.1720213.11-6254.16-2908.7140074.24-66878.569555.4886119.3164296.6710284.9557354.1-29537-66569.1923901.23-91966-30453.92-73372.4130429.5245748.73-98180.04,,Brown LLC
445331038614,Brazil,Fri Aug 05 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-81282.03-3770.3-33309.9-35995.16-17506.95-38223.19-52764.04-62545.0210264.9727178.2364368.9886859.27-80453.8218667.5152758.38-84531.1235959.766348.9913923.5611152.6399036.01-38450.73-9636.57-91862.4863503.41-14488.324300.11,,Brown LLC
445331038614,Brazil,Sat Aug 06 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-2857.9119287.4890062.3589356.48-38403.2488339.4-56807.38-80846.0435753.6822848.44-52950.09-87646.93-8029.87430.54-13283.25-44426.0781006.98-30898.5446600.04-79329.3-17155.29-10987.84-63440.9182669.7856510.2-36115.56-99890.26-24737.94-95520.39-51080.61-52858.7511568.25-75759.1318770.9316026.6-20434.69-47896.18-3920.1619292.3733709.4313428.3-93185.243659.36-23653.99-76415.6515900.2595116.0976318.26833.34-70808.5164164.88,,Brown LLC
445331038614,Brazil,Sun Aug 07 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-24435.49-88449.66-10868.23,,Brown LLC
445331038614,Brazil,Mon Aug 08 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-39415.47-79054.65-29011.74-45036.57-56261.6524939.6819925.04-1958.72-70345.02-65742.81-66097.6815387.3912622.39-72794.33-19775.71,,Brown LLC
445331038614,Brazil,Tue Aug 09 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-70972.75-10098.74-45931.868750.3758611.66-86245.8814928.1425479.6650628.9978961.83-42582.51-70892.0372437.5447694.21-9928.340843.02-37586.45-85512.6262071.7119980.43-39405.23-23796.6719587.0839016.48-28998.55-72533.49-87572.1-89719.2656862.5243299.92-67550.47-63988.17-16843.69-71385.26-76163.23-38014.76-64201.4322259.77-59378.2-59689.3178439.7959161.7730504.0844417.43-43254.04-98689.07515.56-26188.89-14262.18-77163.34-64388.98-31462.19-98075.6462823.9399571.577035.03-74031.4673903.71-75074.88-9059.1849316.4728562.7896088-75408.7520980.9235412.1881958.66-73052.7439048.73-841.86-73090.57-23960.572099.4587201.4740939.24-76795.62-99184.213028.9487844.76-17376.71,,Brown LLC
445331038614,Brazil,Wed Aug 10 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,068228.4959314.21-46647.43-88932.91160.26-34856.2777035.9211002.5847764.2385983.9415314.576498.87-99698.86-68840.09-81718.64-57211.05-88612.8695931.05-93379.3493935.59-80005.17-38432.33-93255.41-16991.0380220.2390205.0552635.3113376.3972095.68-61085.814709.81-92707.26-55390.4731384.087440.945029.31-64501.91-92401.6126960.9751638.9517452.82-60725.15-48508.654437.6681322.2419402.97-27977.5352875.66-94226.2494533.4720035.09-7242.272085.01-90933.6313506.396169.3273052.13-63940.79-33655.0484867.9918428.2880704.25-21681.19-21722.37-23439.6817941.5655419.9674940.16-61083.24-74202.1-59122.633770.6195490.53,,Brown LLC
445331038614,Brazil,Thu Aug 11 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-47951.54-80240.85-92507.145456.8776406.91-44403.2174473.04-96241.3-62788.54-39579.3141751.53-63646.56-77244.6123197.9968028.13-21172.98-47354.3836292.8961767.97-16276.18-63447.89154.72-37635.7377774.47-4238.6730033.9-61439.282907.41-35983.9915309.8985865.4916945.1389106.9349787.42-70609.0630325.3549720.84,,Brown LLC
445331038614,Brazil,Fri Aug 12 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-49353.05-21540.43-53683.08-58924.99-72883.9310776.8325263.14-67267.6929116.82-305.68,,Brown LLC
445331038614,Brazil,Sat Aug 13 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,080841.6317256.9463027.33-92080.43290.2770929.35-39777.87-8401.1767258.39-66440.9-75642.12-94017.5242768.8439229.24-42315.2393013.2486032.1740806.646806.67-90287.0899675.5884708.11-86946.8-67384.2729923.6437532.44-3942.3241300.66-17090.39-45416.22-14224.8610345.7145193.8776390.2682755.8679377.4798542.1360288.8124664.1125465.691712.23-4477.24-19963.7268553.65-61925.8584607.62-67621.09-19830.6-75451.871497.0323980.8-83234.94-71893.872652.77-80303.0132480.6586424.3383136.77-36695.91-95742.64-86193.4329320.45-45521.0766068.7-92226.66-28875.6148320.38-94470.1-82788.8426234.13-93477.6893819.23-36739.24-91943.57-40213.3548446.06-36368.2-71317.956883.5-81790.02-24549.1128179.17,,Brown LLC
445331038614,Brazil,Sun Aug 14 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,09860.07-84591.54-74039.5371742.9199629.99-76040.4936817.490557.99-51785.37-82172.34-44929.5643584.9393331.327381.73-44868.310857.1666970.12-60726.43-1304.8527293.6169665.44-73029.5429448.4362233.8626058.3126917.5235003.8283346.4-80701.5619239.0438443.0565626.5-33094.1282838.03-89664.120800.751778.0347165.839267.16-34974.02-46812.0541917.21-1880.1447203.34-34524.7850927.6785903.7316677.9783496.85-46961.8619595.47,,Brown LLC
445331038614,Brazil,Mon Aug 15 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,029047-49707.71-44337.2735748.72-51604.224802.0690817.4421587.9835187.94-70114.67-57598.51-67429.36-80951.6191013.911918.3-47024.91-36833.296432.0127057.67-45852.13-27.29-94906.21-85470.52-49725.83627.16-263.9-23853.499948.3928263.24-75864.43-79341.08-21832.1896329.4327110.8641455.52-6004.4594107.15-49096.54154.1922120.5594193.76-98246.2-84667.25-12044.0249114.04-92324.7742033.06,,Brown LLC
445331038614,Brazil,Tue Aug 16 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-42944.72-39096.6-79646.0855755.6582055.9423538.33-10368.51-64627.917079.03-89209.5219468.78-64042.89-39184.6763648.363886.6-53525.7332557.51-67799.88,,Brown LLC
445331038614,Brazil,Wed Aug 17 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,074015.73-68314.6390056.1746092.3-96034.3655710.87-50940.93-23629.4128592.71-70406.2544371.48-54578.96-8291.66-94954.83-70013.7727494.32-46408.02-68503.6636143.380880.3933119.3-11168.165055.17-23898.13-98755.3272670.06-64061.95-17310.44-24541-15381.44-48204.9917677.4686288.6241260.81-23602.6793179.75-24950.7191046.66-1218.99-9371482995.0827854.5986558.2921259.0548763.7117120.33-53235.9519315.068631.21-20971.82-56268.67-32590.41-73139.1622420.2193342.1325700.49,,Brown LLC
445331038614,Brazil,Thu Aug 18 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-81993.741886.3212937.28-69098.6176039.3855337.6977260.3828372.25-37586.85-79587.51-34346.8539741.14-46071.58-92624.0994773.1737534.6772840.72-60350.2474332.0179051.91-32017.0994295.7168928.04-10299.04-72591.12-24117.9-93206.92-75406.1841012.34-1115.32-98310.66-11569.6363583.1614480.5135457.1384382.5735970.21-20232.8649209.17-62060.9648125.0399418.2722580.426301.95-74450.8832784.6953291.2112417.6,,Brown LLC
445331038614,Brazil,Fri Aug 19 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,043663.3512454.6816718.9439846.6559190.94-644.7939810.8-7648.9291263.74-60902.9240053.35732.9730882.36-86750.04-39336.6629583.1474002.7-64879.33-41211.129170.29-57042.7719922.09-46094.1893638.69-39326.794197.8234944.71-22269.0275809.24-3442.2736708.19-52131.2240472.86-38182.59-64527.49-74997.860321.94-24492.7866007.185204.58-15671.0181755.83-14282.5317369.8914135.42-31598.06-75373.45-48754.72-61320.1319456.27-26227.1175934.2457985.99-46214.48-34821.42-19982.86-29261.2394535.9438269.3282248.1114227.83,,Brown LLC
445331038614,Brazil,Sat Aug 20 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0356.49-84515.25-42846.88-6007.2920199.36-36187.8513626.351504.6-72971.37-75962-34116.1556138.05-35124.3-43601.0946825-60490.7747954.28-46983.55-35861.63-21182.95-92880.93-43366.1659493.4-59395.26-71240.05-46785.38-38949.44-72857.94-7213.3156494.694419.6919584.32-62325.94-76591.3682181.5268634.09-26020.76-86161.38-86702.9737900.74-44055.87-24935.51-40503.67-86654.6314851.6972358.33-10158.1283456.22-86078.28-52523.4-93496.94-55230.8848906.582989.49-62107.6277919.0284009.47-4826.25-4343.77-20706.88-91255.19-93918.6183584.4671271.2-70573.550204.6143273.934286.4-47511.5-4324.8658088.1691296.069230.1265111.9590125.73-60565.7323394.01-84508.3454542.82-36090.2587902.6118883.3868671.2499022.27-14305.62,,Brown LLC
445331038614,Brazil,Sun Aug 21 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-47222.4860878.6758628.43-10590.04-42293.6154941.7455179.48-89695.428007.95-63701.18-14917.6394885.6140452.79-28996.9831149.4757317.2-50707.22-81483.7788768.55-36210.897220.7610065.15-66805.6797875.17-721.21-61422.62-79660.370696.7343604.87-65841.69-84523.88-92843.31-31615.1211213.28,,Brown LLC
445331038614,Brazil,Mon Aug 22 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,09327.32-92159.917102.053207.1993548.21-281.0314137.7118538.98-16274.6165391.4681324.9-29260.82-36847.01-56331.88-85509.6816941.48-37275.732441.3-92294.2115312.93-60346.4352218.12-67749.88-14524.42-70398.47,,Brown LLC
445331038614,Brazil,Tue Aug 23 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,038635.68-19944.3473899.4279341.8726620.9937839.1-48419.7111104.3929863.5,,Brown LLC
445331038614,Brazil,Wed Aug 24 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,045262.69-31372.584833.82-78191.21-20832.37-12110.169368.67-9069.78-1499.7614092.18-88007.7215673.0815182.6746344.93-11892.920074.7775139.17-29102.34-62094.42-1230.3563723.81-9153.61-21333.344159.09-18965.67-6189.2-64583.9832299.110557.54-41511.0820200.1460505.5173146.18-96489.88-61751.03-7013.5-30730.61-19187.662499.885499.85-80650.06-65235.292329.2537228.4684940.7616386.8467897.33,,Brown LLC
445331038614,Brazil,Thu Aug 25 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-59700.99-34775.7752924.4548142.13-41408.99-81041.9738540.279901.57-520.06-65355.35-350.33-93469.23-85041.4850478.5475605.1846229.7693975.9115878.82-92291.52-9307.94-2837.51-4226.1834726.82-14069.3822527.72-18890.6622856.03-58201.37-76282.28-49067.12-40434.41-39645.1288086.89-79209.1566250.28-52080.3565202.6571636.03-67561.7-30432.19-87420.34-9868.48-15752.1388391.88-78709.81-31978.569879.5725680.21-98151.64-30775.1917607.49-22812.0592211.39-81705.6166530.0777167.9543224.17,,Brown LLC
445331038614,Brazil,Fri Aug 26 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-41949.8-74235.24-83664.1-36419.48,,Brown LLC
445331038614,Brazil,Sat Aug 27 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,065183.49-573.8584493.84-50841.4925806.36-12559.92-61018.08-62506.62-98773.9556859.8343960.4924664.94-26910.64-73585.0961045.36-71783.87-83846.6626228.8645793.83-9341.99-60845.7-20708.66-49775.4-51567.81-69022.9499251.5474363.311736.5532832.25-66507.42-45935.8586199.83-63459.01-82588.332721.48-50209.8231487.92-1409.01-80313.6373013.91-4257.97-225.4550769.96-8385.870371.72-20834.3878423.6578987.5978795.7956846.8863189.96-53637.1970355.3824472.35-853.61-33525.76-61996.3350348.67-78075.56-65741.8684749.5291347.27-50161.4654136.5160317.57-84644.7823290.89-6577.44,,Brown LLC
445331038614,Brazil,Sun Aug 28 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-32100.47-79275.22-74228.69,,Brown LLC
445331038614,Brazil,Mon Aug 29 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-75101.6151686.88-3512.44-19382.7756565.5347074.4413855.83-95140.12-84766.23-21286.8189653.38-21260.0557992.41-51767.3731558.7654901.22-10189.3489536.82-24748.01-94325.18-44481.695949.4165577.89-1344.01-69509.4732296.0928735.92-75408.6140589.87-62318.74-52659.1113983.39-74841.14-2149.2291171.4716206.621341.11013.8-35920.73-87901.17-39385.48-32511.98-27667.81-44271.21-8208.19-168.12-35886.8151319.0914673.9-40150.88-35753.21-80476.13-56768.6534737.92-63893.4642982.12-20584.9732706.47-96551.3372667.98-95377.3981653.84-77426.83-95475.2276757.53,,Brown LLC
445331038614,Brazil,Tue Aug 30 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,069960.622623.7983076.4672942.1594271.6828132.0655467.0878421.8376939.55-74937.8-83930.6633773.7915097.44-71579.39-9658.67-21637.08-73570.0714237.73-47794.3849713.656824.98-69867.0617885.44-32201.0419834.51-40066.2462903.8712067.19-54821.85-33712.47-83342.88-69970.06-17390.3547762.5399638.7962855.322488.93-34524.36-83617.1289560.33-27133.51-55161.02-69354.97-31728.18-19400.28-28705.02-50618-42155.73-93147.97-63988.86-76089.0845805.37266.425667.1324118.91-49849.6380999.3527285.0568988.86-93886.15-70204.2154088.2783490.08-94201.2810798.9291551.0322257.0740739.16-10631.8546013.05632.4877495.39-7037.817174.3676776.52,,Brown LLC
445331038614,Brazil,Wed Aug 31 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-8724990653.3280549.389416.21-97419.2938857.8548069.01-43118.8465057.251204.74-25509.59-73039.79-44426.263587.6980209.42-68085.412769.7976436.5629614.01-47030.3733674.0452415.51-70335.35-62263.31-53847.27-45049.7243144.73-45945.7732203.1394775.58-28010.0744566.13-15952.67-88107.3467104.68-93988.74-92372.9745578.5851827.84-93567.62-3442.02-8820.191031.7934515.9-80859.35-52375.16-11113.04-66533.2744737.63-33063.72-48830.5870231.04-33191.1853037.6710721.950580.4574875.33-52090.02,,Brown LLC
445331038614,Brazil,Thu Sep 01 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,090128.26-94983.33-12391.99-77995.25-61555.360373.02-92516.1514656.3757377.04782.581062.07-22783.3470440.379456.5613265.3349810.12-26864.9570198.54-20669.6817935.15-36352.83-96324.24-41576.47-8521.5730412.87-39121.712335.533071.8-2061.1391118.0744381.73-893.48-1091.8869331.48-46845.2733905.56-60780.51-793.455666.0815014.0736380.01-74359.945652.29-22546.2235432.6156610.8427415.08-12545.0735651.74-65852.27-67290.95-37767.63-19736.48-64996.5625343.31-68052.9632829.84,,Brown LLC
445331038614,Brazil,Fri Sep 02 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-87335.37-21140.62-41834.62-93858.75-13196.05-80260.937317.7626497.3965826.6-43789.62-25389.751549.223197.5328819.4738444.8224431.44-78903.7283522.75-65378.83-99596.05-63705.11-5394.28-69545.23-87349.2615687.67-17843.34-22268.12-46872.8280855.11-71060.9-84642.61-1204.9965330.2428915.5519288.82-1198.86-45847.27-97733.3962072.799996.02-79691.0448695.09-13853.25-87504.98-74244.5-83234.17-38316.9385447.958600.51-57735.53-65188.7580670.5310485.99-89209.6372241.4-88708.0523397.81-90760.23-86174.32-63733.5681625.69-26428.33707.5132071.9444375.0459777.0786657.73-38129.91-6658.1336450.446957.8783627.2552521.726443.4147491.0554967.36-14835.32-89976.5672292.4234596.75-53888.69-16442.66-10085.66,,Brown LLC
445331038614,Brazil,Sat Sep 03 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,091434.2943739.4636233.96-36987.87-68664.06-11090.6797552.28-83067.9876427.569602.9342997.9-62712.65-76990.5537675.4112200.47-545.6173592.915929.3716333.1-7901.1918883.4544480.8659413.97-39234.8-71544.466412.523621.74-59294.371600.41-55689.9319468.541885.34-8299.41-51679.8353851.03-72531.5927851.429056.2833473.645121.8271462.0339408.9460573.8471587.7468597.04-92307.97554.57-19431.03-33504.72-51015.1938425.6-89384.414441.37-55558.457418.42-5881.06-4352.43-73976.32-33965.57,,Brown LLC
445331038614,Brazil,Sun Sep 04 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,091142.274734.68-88241.03-78244.2922399.11-17433.25-5624.9-29731.13-27399.28-74685.71-17499.01-29439.3337021.3990518.31-87220.87-53562.335600.12-95428.37-36383.86-88827.36-54931.92-31096.4863468.99-69939.02-49478.78-10986.891768.160526.8997128.7520209.04-43382.03-16105.28-56801.29-87501.6-40336.47-2567.37-72209.76-15366.8717152.53-65062.464633.95-29848.988867.8714930.83-89380.6914200.48-37505.1658834.14-81277.0744506.12-17007.9549898.88-6020.62-70858.9231269.1953867.12-28741.7-74789.87-27561.34148.02-32753.64-69733.8972231.59-10063.61-25392.4843416.3478578.0534236.2970501.67-21302.1396791.92-66211.9128760.57-64976.29-56192.196939.03-1867.9720481.48-39472.77-32370.7220360.379400.189556.99-38998.198349.5816326.28-48357.84-22523.42-91865.2595321.47,,Brown LLC
445331038614,Brazil,Mon Sep 05 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-40136.64-48730.3280763.8146303.72-40099.57-75667.8-97016.38-14274.69-69810.5418961.5-89273.7852482.2996692.25-14391.53-39796.99-46715.43-49006.6-67639.44-72348.3731730.6-38895.85-43461.77-94157.12476.69-46756.6858277.2256607.92-17621.34-95813.6446317.99-57778.5328885.3787479.8269831.7158234.69-72706.96-43864.31-98817.7834676.39-63525.89-50.886409.9769859.6782984.3214525.8157158.647742.3766438.06-43230.93-15568.077240.35-68557.13-86983.46-20090.7415480.0896119.24-24063.3721940.8776356.24-97967.04-41236.96-83921.47-33892.722319.77-59293.76-33690.4684536.5597077.8527314.46-26599.2398094.54-39678.4679783-11501.15-30831.81-81308.8940509.041430.58-65885.16-1999.77-89428.4127341.79,,Brown LLC
445331038614,Brazil,Tue Sep 06 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,055922.4196575.951330.32-15856.0395815.6948347.1488398.7559232.1731962.3959970.65-63031.4541018.439454.354848.0792120.4729984.9331298.9869468.6465853.0448225.5-12282.97-10765.65-37859.8611758.2724472.1230704.33-72223.63-44623.29-34623.1622810.7449214.2319306.44-7521.1-33317.57-30285.91-73123.0537905.9417177.18-2480.37-83254.87-93350.7897927.654726.690170.7314029.28-1655.12-34232.7719132.4118950.5837200.5813305.86-3274920161.3969803.8921788.13-65701.5-97115.7916406.38-1601.5171699.2994573.79-1152.83-25.6827623.09-26723.4822388.92-38083.2629671.93,,Brown LLC
445331038614,Brazil,Wed Sep 07 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-33377.46-19405.4740689.68-36643.05-69658.74-38702.8951625.1712345.6492661.6220499.75-64106.03-47444.3822335.827325.3893265.45-10003.9-92149.7,,Brown LLC
445331038614,Brazil,Thu Sep 08 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,031580.15-42197.78-7797.64-92933.98-76571.97-33072.7795635.0579725.79-96994.27-12319.9898302.6140106.580225.55-15890.38-43571.98-19786.91-19468.2654039.1118065.71-38817.4351271.83-27122.58-92334.31-55546.07-9800.64-28532.9780975.3412860.81-99803.9663032.4121348.27-4513.0274869.04-91940.76-6366.7923716.3691401.1679793.62353.1914060.5534534.435045.49-84192.41-79674.93-39874.52-89768.4869804.5535415.8174389.55-17652.7-618.628063.1899343.9949504.49-38434.6174916.12-81551.6249228.4219369.01-55516.66-92448.181088.332933.7-90428.35-93462.6324321.0258921.117070.59-84634.71-3240.4894440.1999501.6-45686.2325213.6743830.7820500.62,,Brown LLC
445331038614,Brazil,Fri Sep 09 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-12185.88-60907.91-68218.5552792.8799744.71-20367.522947955318.0526081.7696396.94-14959.7-588.05-7585.9-8414.7-64998.76-52411.5375684.0958198.0133102.61-39209.81-63166.9117071.15-92994.4980996.52-10147.34-2686.71-6260.0368367.61-38256.28-70066.08,,Brown LLC
445331038614,Brazil,Sat Sep 10 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,076592.1853943.238841.018973.32-77901.4286502.12-36473.577078.2552293.76-23930.8156911.2118714.7199901.5218854.5132790.75-5082145674.31-74941.51-72593.6823011.3243078.25-74822.3745292.8231441.31-31180.79-82405.4689171.1489769.9745249.7840715.262581.3715906.15-97739.2277352.02-98674.95-74490.51-90806.7845348.11-73515.91-3330.2229252.53-82056.514587.65-75573.94-73585.85-25042.1589070.989985.16-34887.8725362.1592214.7624373.4194913.93,,Brown LLC
445331038614,Brazil,Sun Sep 11 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-71589.09-17021.869341.52-76313.64-25396.696585.8156597.8328940.75-47810.19-18953.4998120.19-59438.4-91557.958508.659498.8964584.6937150.7675610.32-50020.355626.13-91617.81-65557.485333.7169705.89-30086.76-89892.767256.37-97515.1-19060.4792571.7175628.92-42444.49-86886.22-74132.2869356.0590579.3527459.44-84541.22-86862.6153500.04-48150.1742297.13-44208.9588503.7213350.9944884.7870159.05-14109.44-89772.7212149.0220137.56-35508.35-97692.0182782.89-46489.2384733.05-47284.7180129.3577492.42-1964.9152394.83-57285.9982354.85-52140.15-23337.48-83236.13-5359.86-46273.1476514.09-88238.39-64090.62-68732.1419008.58-71019.4869285.47-13326.5885033.3-91305.9343294.87-23410.66-36552.1473292.2376260.06-28493.14-88200.9541870.3943860.92-36917.265073.3466138.7593125.86-72788.44-69400.76,,Brown LLC
445331038614,Brazil,Mon Sep 12 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-93802.3271978.8128444.247754.76-45250.03-59776.0814363.16-20593.07-59013.93-2881.16-99647.7-23925.17-15499.8936000.49-50075.67-60316.04-16513.8-16741.66-26118.0598155.87-42896.531696.6489188.81-24539.29-3498.62-35277.26-69858.04-8014.172551.8151984.28-87155.93-21555.25-89293.2-22414.8947586.6765790.64-32021.1315211.5572014.28-68349.0919178.19-75409.42-10591.07,,Brown LLC
445331038614,Brazil,Tue Sep 13 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-70465.05-85001.7183181.86-8381.47918.45-38230.9699361.2499365.71-49576.66-40740.56-20659.71-28176.1892247.75-39795.38-97885.66-71471.2-78540.17-27112.2-2098.97-69807.2296641.3-12971.2915928.1193421.47-47858.67-71508.5630927.1231298.46-88239.69-60435.98-44785.172122.2821901.06-57245.18-42090.23-55675.0346912.5963711.21-27518.462473.23-77599.03-43604.25-41312.2133749.53-91491.98-41918.419496.96-21206.01-39673.9-53995.15,,Brown LLC
445331038614,Brazil,Wed Sep 14 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-69701.8764152.9665334.96-42596.81-1272.9626463.13-33513.47-45129.3841786.118266.8946002.48-10795.8423004.226643.09-68884.46-42634.4816898.67-42597.28-33105.12-91381.853615.65-56625.5438311.5983848.78-47352.1492884.2879881.48-17504.8312818.3651331.46-67184.3218674.17217.81-79912.81-83391.368300.9143569.5392190.0844447.65-52829.39,,Brown LLC
445331038614,Brazil,Thu Sep 15 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0,,Brown LLC
445331038614,Brazil,Fri Sep 16 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,065184.81-55046.37173.09-39489.2198397.02-42376.2641639.01-51074.53-11486.9675626.33-45170.2248988.265519.69,,Brown LLC
445331038614,Brazil,Sat Sep 17 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-31984.5789603.42-87275.75-60350.23-76020.5-77536.1-76521.6197320.81-15159.5669163.5129646.1886715.84-51032.8574113.1657273.96-40777.56-51127.5652215.69-13742.9968309.39-78004.0924616.5771058.2433078.04-4952.5176661.6881619.94-919.46-20863.26-61375.480839.08-8743.951911.3227968.766194.25-76761.8-17470.296642.0599735.21697.91-51308.9689606.5591244-26161.6517137.32-36839.12-8746.97-34070.3272763.83-12215.0844868.5675488.547063.4476115.01-52477.83-49033.21-93890.9-1985.26-26744.73-90202.18-9925.3238205.58-83279.171891.74-99477.77-73664.9-93718.8,,Brown LLC
445331038614,Brazil,Sun Sep 18 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,078825.6755733.4943129.36-1338.49-25844.5472974.63-18009.1814572.8560760.19-2803.5358966.36-1649.37-96285.3-25697.73-79738.18-80195.76-71168.9625404.833595.5718671.5-90581.2584201.3942559.3275073.0297397.7785313.0955577.7-69319.08,,Brown LLC
445331038614,Brazil,Mon Sep 19 2022 00:00:00 GMT+0100 (British Summer Time),EUR,Demand deposit,,Bank of 5,0-44188.05-78380.9332868.969897.9375006-26429.2793345.6936219.6136443.3174174.6984902.16-62022.7941725.24-66165.9937726.8984023.474389.1572998.0697404.19-98808.961169.2485799.3956728.0556955.6796287.2585308.87-49726.19-18595.47-1094.3463943.36-87539.758096.0715039.3294194.3246273.268745.47-53942.15-81761.1477360.05-16416.61-68786.0741807.053735.48-49973.9739221.6-5303.488143.58-93789.574047.66-95327-97433.995013.6163638.48-40299.6117478.98-26207.4-593.47-55804.828918.7651435.591596.41-1832.8-74852.6188728.8740988.9273135.45-9446.72-3945.37-65106.843534.3641519.9569822.471442.36794.4811805.958062.25-83737.2947260.28-64501.84-26025.932189.4995463.5588265.8865392.08-55537.59,,Brown LLC
